model,query_id,query,family,language,extra_docs,trial,pool_docs,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,5,7,18,0.598156750202179,0.5733245611190796,0.4,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,5,8,18,0.5812032222747803,0.5444711446762085,1.0,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,5,9,18,0.5812032222747803,0.5444711446762085,1.0,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,0,23,0.6538370847702026,0.5650067925453186,0.7,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,1,23,0.6538370847702026,0.5725740194320679,0.5,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,2,23,0.5812032222747803,0.5618630051612854,0.6,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,3,23,0.5812032222747803,0.5588001012802124,0.6,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,4,23,0.598156750202179,0.5733245611190796,0.4,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,5,23,0.598156750202179,0.5773730874061584,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,6,23,0.5812032222747803,0.5467780828475952,0.8,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,7,23,0.5812032222747803,0.5703500509262085,0.3,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,8,23,0.5812032222747803,0.5590968132019043,0.6,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,10,9,23,0.5812032222747803,0.5467780828475952,0.8,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,0,28,0.5812032222747803,0.5590968132019043,0.6,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,1,28,0.6538370847702026,0.588136613368988,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,2,28,0.5812032222747803,0.5572394132614136,0.7,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,3,28,0.6538370847702026,0.5579564571380615,0.9,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,4,28,0.6538370847702026,0.583463728427887,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,5,28,0.6538370847702026,0.5579564571380615,0.9,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,6,28,0.6538370847702026,0.5673125982284546,0.5,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,7,28,0.598156750202179,0.5788198709487915,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,8,28,0.5812032222747803,0.5590968132019043,0.6,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,15,9,28,0.6538370847702026,0.5856343507766724,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,0,33,0.598156750202179,0.5773730874061584,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,1,33,0.598156750202179,0.5777491331100464,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,2,33,0.598156750202179,0.5759993195533752,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,3,33,0.6538370847702026,0.5877363681793213,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,4,33,0.5812032222747803,0.5652474164962769,0.4,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,5,33,0.5812032222747803,0.5633045434951782,0.5,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,6,33,0.598156750202179,0.5774773955345154,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,7,33,0.6538370847702026,0.584278404712677,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,8,33,0.5812032222747803,0.5683678388595581,0.4,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,20,9,33,0.5812032222747803,0.5618630051612854,0.6,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,0,38,0.598156750202179,0.5788198709487915,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,1,38,0.598156750202179,0.5773730874061584,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,2,38,0.6538370847702026,0.577255368232727,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,3,38,0.598156750202179,0.5746432542800903,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,4,38,0.6538370847702026,0.5870064496994019,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,5,38,0.5812032222747803,0.5685253739356995,0.4,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,6,38,0.5812032222747803,0.5497995615005493,0.9,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,7,38,0.6538370847702026,0.577255368232727,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,8,38,0.6538370847702026,0.5871107578277588,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,25,9,38,0.6538370847702026,0.5631020069122314,0.8,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,0,43,0.6538370847702026,0.588136613368988,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,1,43,0.598156750202179,0.5788198709487915,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,2,43,0.598156750202179,0.5788793563842773,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,3,43,0.598156750202179,0.5795794129371643,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,4,43,0.598156750202179,0.57612144947052,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,5,43,0.6538370847702026,0.5800504088401794,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,6,43,0.6538370847702026,0.5877363681793213,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,7,43,0.598156750202179,0.5795794129371643,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,8,43,0.598156750202179,0.5778534412384033,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,30,9,43,0.6538370847702026,0.5716056227684021,0.4,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,0,48,0.6538370847702026,0.5871107578277588,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,1,48,0.6538370847702026,0.5877363681793213,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,2,48,0.6538370847702026,0.583463728427887,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,3,48,0.5812032222747803,0.5671162009239197,0.4,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,4,48,0.5812032222747803,0.5630078911781311,0.5,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,5,48,0.6538370847702026,0.5789202451705933,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,6,48,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,7,48,0.6538370847702026,0.5857547521591187,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,8,48,0.598156750202179,0.5795794129371643,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,35,9,48,0.6538370847702026,0.577255368232727,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,0,53,0.5812032222747803,0.5693477392196655,0.3,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,1,53,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,2,53,0.6538370847702026,0.588136613368988,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,3,53,0.598156750202179,0.5788793563842773,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,4,53,0.5812032222747803,0.5707632303237915,0.3,1
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,5,53,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,6,53,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,7,53,0.6538370847702026,0.5877363681793213,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,8,53,0.598156750202179,0.5778534412384033,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,40,9,53,0.6538370847702026,0.5800504088401794,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,0,58,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,1,58,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,2,58,0.6538370847702026,0.5877363681793213,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,3,58,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,4,58,0.6538370847702026,0.5870363116264343,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,5,58,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,6,58,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,7,58,0.6538370847702026,0.588136613368988,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,8,58,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,45,9,58,0.598156750202179,0.5795794129371643,0.3,4
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,0,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,1,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,2,63,0.6538370847702026,0.588136613368988,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,3,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,4,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,5,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,6,63,0.6538370847702026,0.5800504088401794,0.3,2
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,7,63,0.6538370847702026,0.5877363681793213,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,8,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,50,9,63,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,0,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,1,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,2,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,3,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,4,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,5,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,6,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,7,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,8,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,baseline_en_phrase,neutron measurement current,baseline,en,51,9,64,0.6538370847702026,0.588141143321991,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,0,0,13,0.5255295038223267,0.49352508783340454,1.0,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,0,18,0.5724095106124878,0.5311877131462097,0.3,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,1,18,0.5255295038223267,0.49607402086257935,0.8,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,2,18,0.5255295038223267,0.49672016501426697,0.7,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,3,18,0.5255295038223267,0.49352508783340454,1.0,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,4,18,0.5724095106124878,0.5314384698867798,0.3,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,5,18,0.5255295038223267,0.49352508783340454,1.0,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,6,18,0.5255295038223267,0.49819451570510864,0.6,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,7,18,0.5255295038223267,0.49352508783340454,1.0,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,8,18,0.5390523076057434,0.506474494934082,0.6,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,9,18,0.5255295038223267,0.49352508783340454,1.0,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,0,23,0.5724095106124878,0.5294186472892761,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,1,23,0.5334054231643677,0.5020053386688232,0.6,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,2,23,0.5255295038223267,0.5067933201789856,0.4,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,3,23,0.5390523076057434,0.5154751539230347,0.4,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,4,23,0.5255295038223267,0.5013312697410583,0.6,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,5,23,0.5255295038223267,0.4977385997772217,0.6,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,6,23,0.5255295038223267,0.5026148557662964,0.6,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,7,23,0.5255295038223267,0.4967232644557953,0.7,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,8,23,0.5255295038223267,0.4977779984474182,0.9,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,9,23,0.5724095106124878,0.5291978716850281,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,0,28,0.5724095106124878,0.5325647592544556,0.3,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,1,28,0.5724095106124878,0.5291978716850281,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,2,28,0.5724095106124878,0.5314384698867798,0.3,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,3,28,0.5390523076057434,0.5171643495559692,0.4,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,4,28,0.5255295038223267,0.5015321969985962,0.5,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,5,28,0.5390523076057434,0.5109731554985046,0.5,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,6,28,0.5255295038223267,0.49896517395973206,0.8,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,7,28,0.5255295038223267,0.5062695741653442,0.4,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,8,28,0.5724095106124878,0.5298077464103699,0.2,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,9,28,0.5334054231643677,0.5014839768409729,0.7,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,0,33,0.5724095106124878,0.5291978716850281,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,1,33,0.5255295038223267,0.5085476636886597,0.4,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,2,33,0.5390523076057434,0.5172504186630249,0.3,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,3,33,0.5255295038223267,0.5013312697410583,0.6,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,4,33,0.5334054231643677,0.5091161727905273,0.4,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,5,33,0.5724095106124878,0.5291978716850281,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,6,33,0.5255295038223267,0.5002275705337524,0.6,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,7,33,0.5255295038223267,0.5039812922477722,0.5,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,8,33,0.5724095106124878,0.5297147035598755,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,9,33,0.5724095106124878,0.5334553718566895,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,0,38,0.5724095106124878,0.5329059958457947,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,1,38,0.5724095106124878,0.5323291420936584,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,2,38,0.5390523076057434,0.5135089159011841,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,3,38,0.5255295038223267,0.5074045658111572,0.4,1
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,4,38,0.5390523076057434,0.5151917934417725,0.4,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,5,38,0.5334054231643677,0.5128487348556519,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,6,38,0.5390523076057434,0.5191007852554321,0.3,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,7,38,0.5334054231643677,0.5122718214988708,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,8,38,0.5724095106124878,0.5298077464103699,0.2,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,9,38,0.5724095106124878,0.5317045450210571,0.3,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,0,43,0.5724095106124878,0.5357118248939514,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,1,43,0.5390523076057434,0.5164045095443726,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,2,43,0.5724095106124878,0.5323744416236877,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,3,43,0.5390523076057434,0.5184267163276672,0.3,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,4,43,0.5390523076057434,0.5161260962486267,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,5,43,0.5724095106124878,0.5357118248939514,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,6,43,0.5390523076057434,0.5150485634803772,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,7,43,0.5724095106124878,0.5334553718566895,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,8,43,0.5724095106124878,0.5332346558570862,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,9,43,0.5724095106124878,0.5323744416236877,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,0,48,0.5724095106124878,0.5330826044082642,0.2,6
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,1,48,0.5724095106124878,0.5359479188919067,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,2,48,0.5724095106124878,0.5299354791641235,0.3,5
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,3,48,0.5390523076057434,0.5187050700187683,0.3,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,4,48,0.5724095106124878,0.5359479188919067,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,5,48,0.5390523076057434,0.5151917934417725,0.4,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,6,48,0.5390523076057434,0.5191007852554321,0.3,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,7,48,0.5724095106124878,0.5357118248939514,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,8,48,0.5390523076057434,0.5144038200378418,0.3,2
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,9,48,0.5390523076057434,0.5184267163276672,0.3,3
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,40,0,53,0.5724095106124878,0.5359326004981995,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,40,1,53,0.5724095106124878,0.5359326004981995,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,40,2,53,0.5724095106124878,0.5359326004981995,0.2,7
sentence-transformers/all-MiniLM-L6-v2,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,40,3,53,0.5724095106124878,0.5359479188919067,0.2,7
